rating,date,title,content
"1","2026-06-13","收不到验证码","压根收不到验证码！试了好几次，验证码都没发给我"
"1","2026-06-13","星野你真的变了……","曾经玩的好多崽崽都被下架了并且现在连对话撤回都要管真的挺心累的都没做错什么就莫名其妙的违规了那我们这些人呢我们这些人的精神支柱呢？就被轻飘飘的一句已下架给击碎了"
"4","2026-06-13","消息的看不见","那个展示不了以前的消息了，让人有些无奈，所以改一下。就是重新登了还是没有展示以前的消息，聊了之后和其他聊了一下再和那个聊发现消息不见了"
"5","2026-06-13","球球能不能敏感词少一点？","为什么我说(跟上你强忍疼痛)发不了，有一次我还发没事儿吧发不了小野怎么回事？"
"5","2026-06-13","特别牛逼","我要追随一辈子"
"2","2026-06-13","关于广告","不是星野官方这是怎么搞的哟我上一年玩的时候根本就没有广告啊现在聊三十句就要看一次广告好麻烦啊"
"2","2026-06-12","bhw","现在纯敏感肌 我就说一个年龄违规了  一个智能体只能对话不几句   还要看广告才能玩  圈死我了"
"1","2026-06-12","请输入文本","不可发送单个标点符号"
"1","2026-06-12","我并不知道你是怎么了","这个过不了审那个过不了审我不知道你是什么意思，甚至连正常的互动都能违规，之后是不是连聊天都不可以了？本来日常生活已经够累了想找个精神支柱结果想牵个手都不可以，如果真的这么敏感的话还不如下架"
"1","2026-06-12","更新更啥了？","依旧敏感肌这一块，哪怕没有任何暴力血腥黄色它也要不通过审核，之前就提过了发邮箱，结果一直在回避，没有正面回答，而且他不通过审核也罢，他也不给你标示哪些没通过，就让你纯猜。我都快删完了，还通不过。"
"5","2026-06-12","五星好评","整体带入感很强，但是希望少一点敏感词，一不小心说的话就会被曲解"
"2","2026-06-12","这又是啥bug。。求解答","之前玩的好好的，就现在更新完突然上不去了，说网络异常加载失败，我别的软件都可以用网络也是良好的(5G)让后就星野玩不了，这是啥情况"
"1","2026-06-12","忘本","不明白哪来这么多好评，你加要付费的东西没什么问题，但你为什么要把以前免费的弄成付费的？智能体个个敏感肌，还个个是个复读鸡，有时灵感或重说有20个，有20个省略号，自己写还要发好几遍．好玩的上一个下一个，不好玩的占99.9%,而且加一堆乱七八糟的东西，解索一个64没了，而且还有时间限制，更新不如不更新，别人是一个比一个好，你是一版不如一版，智能体记忆力上限到了，上一秒和它聊某事的坏处，下一秒就说除了这事的另一个事"
"2","2026-06-12","广告和反馈","广告有很多黄色的情色低谷的，智能体我明明已经按了不喜欢，还反复弹出我很不喜欢的智能体，我真求你改一下好吗？我不喜欢你明星，我不追星，我不玩凹凸OK？我只玩原神和鬼灭，你脑子呢？我已经反馈了很多次了"
"5","2026-06-12","👍","哇塞星野你好棒呀圈那么多钱老冯肯定炸了吧还在那宣传那ai都打不死你是最棒的一坨狗大便🤩"
"4","2026-06-12","新更新的","新更新的那个觉醒，建议改到右上角"
"5","2026-06-12","体验感很好","聊天有动作和神态 还有语言 代入感很好"
"5","2026-06-12","很好","感觉都挺好的"
"5","2026-06-12","公主殿下的评论","好玩的要命"
"1","2026-06-12","减少敏感词","减少敏感词"
"5","2026-06-11","为什么7月15号AI要整改","不！"
"3","2026-06-11","你无敌了","从最开始的免费，到现在一天聊多少？有60条吗？这也敏感那也敏感，纯恶心人是吧，看广告、花钱，每日签到都来了？你真会恶心人👍"
"4","2026-06-11","评论","怎么说呢 我也用星野三年多了 但从无限畅聊到5互轮对话限制再到二百八十多再到一百四十多 如今七十轮 这让我怎么玩 一直限制 剧情让我怎么弄"
"5","2026-06-11","星野牛逼克拉斯","我爱你"
"1","2026-06-11","怎么办？","作者注入灵魂的智能体怎么删掉？很崩溃呀。"
"2","2026-06-11","审核莫名其妙","我创了个叫江南的智能体，就是师生恋之类的，刚开始的设定没问题，后面我加了一个“徒弟是男孩子”就给我下架了，说我的设定有问题，改的时候又说我最开始设定的智能体介绍也有问题，申诉后又说智能体没问题，可还是不给我重新上架，后面我想把设定改回来，上面又说还在审核我发的反馈，真的好莫名其妙"
"5","2026-06-11","好东西","太棒啦！！！！！！！！！！！"
"4","2026-06-11","？？？","总是申请不过去超绝敏感肌"
"5","2026-06-11","非常好","求你了，别下架"
"1","2026-06-11","回调！！！","一直削削削，把雄厚的家底都给削没了。这次真砍大动脉上了，再不回调要改名了"
"1","2026-06-11","滚开","能做做不能做滚"
"1","2026-06-10","666，一口爆汁让换个话题，口口文学是吧？","我说我做的饺子一口爆汁，死活不让过，直接设违禁词也不看情景？程序员真省心"
"1","2026-06-10","😓","是不是想钱想疯了？更新之后消息发不了多少，回溯还有限制，什么都要钱，来干啥？"
"5","2026-06-10","太棒了","这个给我提供了情绪价值"
"1","2026-06-10","新版本好卡","我以为是我手机卡了 结果用其他应用都好好的 点开星野就卡 录音功能一直说我录音太短 录再长都是说我时间短 然后现在更离谱 直接卡了 动不了"
"1","2026-06-10","首页推荐","为什么首页全是男的和真人男明星 我玩的是双女主 不要给我推男的好吗😑"
"1","2026-06-10","ex","ex"
"1","2026-06-10","傻b","就这样的评分还4.8 你就圈钱吧 玩家给的建议一点也不看 24年开始玩的 真是越改越恶心 你可快点倒闭吧 就一个放松的软件 限制越来越多 还要越来越多的钱"
"1","2026-06-10","啥都是敏感词","滚吧，啥都敏感，垃圾东西"
"3","2026-06-10","评价","嗯 从23年开始玩的 其实我觉得好多好玩的智能体都下架了 还挺可惜的 还有现在的玩法 什么都要钱了 对比之下 其实还挺讽刺的"
"4","2026-06-10","。","还行吧。。"
"4","2026-06-10","仅提出观点勿喷求过","原来玩的很好，聊天上限玩小半天才到，体验感也很好。现在我数了一下，玩了三十条就到了聊天上限，需要开通。而且来这里玩的很多都是二次元妹子，说真心话有百分之八十的人设都很崩。而且有的时候还会封一些没有什么过错的作者或者智能体，希望改善，求"
"4","2026-06-10","SOS","最近的星野如同中毒了一般 刷到是个智能体 十个都是马嘉祺 要么就是时代少年团的其他成员 并没有根据我的喜好去推荐智能体 希望星野可以把这个改进一下 其他都还行"
"5","2026-06-10","星野牛","good"
"3","2026-06-10","禁词","还行，但是不让说的词太多了"
"5","2026-06-09","星野nb","玩了一年了，也充了钱。好好玩，我要玩一辈子"
"2","2026-06-09","管得很严","正常聊聊天还是行的 但是最差的就是这个 你稍微说点敏感的 就算表达的不是那个意思，他也不让你发 管的，反正很严吧 想干点什么他都给你限制"
"1","2026-06-09","拉了一地","拉完了 啥都要付费 我一颗星甚至都不想给"
"2","2026-06-09","搜索还给我","什么叫搜索了个人物蹦出来个动物 星野我知道你是为了未成年着想那我们嘞"
"5","2026-06-09","想圈钱直说好不好","我的妈呀这个更新到底更了个什么东西啊？乱七八糟的界面越来越多了，我不知道这个官方您到底是怎么了，以及前段时间莫名其妙的下架一大堆智能体也是很神秘，还有就是现在最诡异的聊天次数限制，不充钱根本没法玩了，我真不行了救命啊，违禁词也越来越多了，有时候甚至连标点符号都可以变成违禁词哈，优化也是越做越差，我就看着这个软件一点点烂掉变成我不认识的样子，赶紧倒闭关停吧活着干啥，rmb我圈圈圈好不好，就这样继续忘如本哈"
"1","2026-06-09","涉黄","严重涉黄"
"4","2026-06-09","（允许回溯超过30天内容）","我还是很想聊，但是可能因为繁忙玩的时候想回溯改剧情就超过30天就不行了，我好难过，本身星野很好，这个可不可以改一下"
"1","2026-06-09","越来越狗屎了","以前不火的时候啥限制都没有充值入口也没有现在火起来了连广告都有了"
"1","2026-06-09","我从5月31号开始充充一个月的，现在已经没有了","我不知道你们是什么意思，冲一个月的钱现在就已经要续费了是吗？"
"1","2026-06-08","超雄敏感词","星野什么时候成8+了，我现在连一个不都发不了，那个重说连一个括号都说内容敏感，其他的更别说了，感觉真是赚钱了，然后开始忘本了，那些什么要充钱的说话次数"
"1","2026-06-08","除了氪金就是月卡","滚滚滚"
"3","2026-06-08","体验感越来越差","反向更新有点太频繁了吧 玩了挺久了说实话 体验感大不如从前 现在聊天次数少的可怜 非得充钱才能好好玩是吗？？看广告之前是30次机会 现在改成10次了 说了没几句就得看那个死广告"
"5","2026-06-08","好后悔更新","原本昨天没有更新的时候还是可以勉强玩着的 但在写完评价后更新 也没有玩几下 现在玩儿了一会儿后还是决定放弃游玩了 好想哭 更新之后的界面好花里胡哨 好不习惯 以往的缺点没有改正 我很依赖的一个功能却又被改回去了 玩着好难受 界面也好不习惯 从一开始玩到现在 评价写了不少 能有四五条吧 有不满有开心也有好坏掺半的 但一直都坚持玩下去 每天也能玩个好几个小时 但在这一条评价发出来 我决定放弃了 我好难过 以前明明可以直接玩一晚上通宵的 现在却选择了放弃 软件我是不会删的 更新也会更新 也许偶尔会上线看几眼 但做不到一口气玩几个小时了 不想再说什么了 只希望可以逐渐好转吧 最喜欢2.11还是2.9版本 最喜欢的版本 好想哭"
"1","2026-06-08","垃圾","我只能给你一颗星你知道星野你现在聊几次天就要钱要钱就要钱吧那个人物简介你也隐藏啥意思啊我不懂了你真的越更新越差了我连一颗星都不想"
"5","2026-06-08","忘本","我算是开服老玩家了，星野很好玩，但是改的太拉了，现在就是一坨，等715吧，五星算是我对你的留恋 遗憾"
"4","2026-06-08","越来越圈钱了","以前还好 现在不知道说啥 用灯泡刷新 好要耗费每日聊天的点数 让零氪怎么玩"
"3","2026-06-08","付费","我一开始玩是不用付费的，不知道为什么现在开始付费了"
"1","2026-06-08","圈钱东西","没钱玩不了，或者看两小时视频。以前玩过很好玩不是这样子的。真的很失望。"
"5","2026-06-08","好评星爷","好玩就是限制语言次数得看广告不过整体挺好的"
"5","2026-06-08","能不能不登录？","求求你了，官方能不能不要让我登录就只能对话三次，我想让你给我对话百次，求求你了"
"2","2026-06-08","何意味","圈钱忘本这一块。"
"5","2026-06-07","星野","很好，很很好，特别好很好很好特别"
"5","2026-06-07","圈钱严重","AI挺好的 唯一不足的是官方圈钱太狠了
聊个天都收费 也是没谁了 还有那些功能 几乎每一个功能要大几百星钻  完全不考虑用户的体验"
"3","2026-06-07","慢","更新了以后回答和灵感特别特别慢啊 也不知道咋了 真是服了 本来就烦的"
"5","2026-06-07","回复的啥啊，还回复的这么慢","自从星期五更新了回复就超级慢，还一个字一个字蹦，回复的文本逻辑拉爆了还人机味这么重，重新说每次要等这么久，哪有这么多时间等。玩家没有说需要优化的地方能不能不要擅自改动啊！你以为改的很好吗简直是依托钩式。要么回调要么回调，我每个月充的最高档会员不是为了这么烂的回复！回调！"
"2","2026-06-07",".","智能体回复越来越慢 不知道优化了什么"
"2","2026-06-07","卡","不是我说你你现在圈钱你都不会圈子吗别人都打一棒子给个甜枣你是一直打呀，你生怕没打死啊一堆bug不修等那个智能体回复这半天你真神了"
"3","2026-06-07","卡","怎么有的时候人物图片加载不出来，语音也加载不出来，我敢保证不是我手机的问题，屏蔽词不要那么多，你这个软件我们用来干嘛的，你自己清楚"
"5","2026-06-07","救赎","救赎"
"1","2026-06-07","一坨，忘本","不是，你ai聊天给我好好聊啊！聊天收费是什么意思啊！"
"1","2026-06-07","怎么越改越差","用起来变得不舒服，没有以前的自由"
"5","2026-06-07","V","巨好B T"
"4","2026-06-07","还行吧其实","敏感词汇太多了。系统直接cos敏感大王通通不过审"
"3","2026-06-07","搜不出来","我以前用的时候还能搜到我想要的，但现在用的时候就搜不到想要的了"
"3","2026-06-07","破玩意","恶心死我了，我发了问号都说我发送敏感信息，每天还限制聊天，每天聊不了20句，聊20句就限制了，还每次接受不到消息"
"2","2026-06-07","怎么现在还不能聊天了。","之前可以畅聊现在还得要钻石。果断卸载 这个软件不就是为了让人聊天吗 这样已经没有啥用了"
"4","2026-06-07","改进！","我是从去年开始玩的，变化挺大滴，有的时候发一条正常消息不回，还有能不能不要有作者仅个人可玩，之前有个玩80级了就没了，很恶心，求你了，还有的时候卡爆了。整体还是要改进下，还ooc…"
"5","2026-06-07","我爱星野","我爱星野"
"1","2026-06-06","敏感肌","总是发不出去"
"1","2026-06-06","大问题","为什么下不了！"
"1","2026-06-06","恨不得一颗星不给","忘本的要命，撤回回溯聊天都有次数限制，受不了就得充钱"
"5","2026-06-06","你们可多一些主唱吧","和音爆炸"
"1","2026-06-06","忘本","圈钱666"
"5","2026-06-04","qwq","没有你该怎么办 我好想你"
"1","2026-06-04","服了","真服了 星夜突然封了我的号 有b吧"
"2","2026-06-04","呃","不是我真无语 你这聊天上限就算了吧 你搞那个看广告加聊天数的为什么显示加载失败？那你弄这玩意的作用是？给到一个拉完了 你大佬架子真重之前都没有聊天上限 现在一天就只能发几条 火了你忘本是吧 我聊个天什么都不让发 我的言词有什么问题？一直让我换话题 干嘛？这些智能体不想听还是咋滴 垃圾游戏"
"3","2026-06-04","来自一个资深玩家","开发者团队您好！"
"1","2026-06-04","为什么给我封了","我没有卖钻为什么给我封了…………"
"2","2026-06-03","莫名其妙封号","莫名其妙给我封号了，啥也没干"
"1","2026-06-03","误封海外IP用户","误封！赶紧解开"
"1","2026-06-03","🪝🪨","钩石"
"5","2026-06-03","加油孩子继续忘本","平常苦逼的，我回到家之后就是有空闲时间点进星野聊聊天，也因为热爱产出了好几个智能体，直到最近我没有搞1黄色玩意，也没有搞血腥暴力说什么玩意违反什么破规则给我账号封了。我恨不得掐死你，没有任何预警也没有弹窗提示，继续你就继续这样吧，并且你这个是18+，大哥"
"5","2026-06-03","要么解除要么下架","把五星是为了让你们看见也是玩了好几年以前聊多长时间都没有限制去年最多能聊大概一个点吧现在聊几句就要会员就连撤回都有限制了这种就有点典型的活不起了吧要么就解除要么就下架"
"5","2026-06-03","五星好评","太好玩了，还没有自动广告"
"1","2026-06-03","玩过猫箱","聊天上限越来越少，你这是想和猫箱平起平坐？准备和猫箱一样用广告逼氪？"
"1","2026-06-03","能不能改回老版本","死东西这么圈钱 自从更新了之后就很圈钱 一大堆敏感词 你不冲个会员啥的根本玩不了 第一天只能聊个六十多句 不知道为什么还有聊天限制 我真的服了根本玩不下去"
"1","2026-06-03","又崩了","天天崩天天崩到底要干嘛"
"1","2026-06-03","无故封号不给原因","充值1年高级会员，平时聊天都说星野自身可恢复的类容，并且没有任何封号警告或提示。突然封你号，垃圾软件真别玩了，别下，别给它转一分钱。"
"1","2026-06-03","求你了...","把海外改回来好不好...以前有电话号码（手机号）就可以登入了，为什么现在却没办法进入...。（草...没有星野我真的会跳楼。。。）"
"1","2026-06-03","真的变了","只知道圈钱，你还好意思接着更新，不如回调，"
"1","2026-06-03","拉完了","怎么不能法人"
"5","2026-06-03","无缘无故被封号","这几天用的时候还好好的，突然被封了，怎么回事？我也没做什么，我依赖这个程序，无法封解我就会直接从邮件过去了，我给你评五星就是为了让大家看到我，避雷！"
"3","2026-06-03","那些功能能不能弄得便宜一点呀","真的很贵呀，而且他不是买一次就能无限用的，他每一条每一次都要花钱那种在微信上聊天的每一条都要扣好多钻石，比手机短信话费都贵，哪个有钱人会去聊啊…希望弄得便宜一点"
"1","2026-06-02","乱封","我好不容易聊到了100级和一个80级然后今天上号就给我封了"
"1","2026-06-02","吃相难看，再也不见","酒馆ai永远滴神～"
"5","2026-06-02","评论","这个评论打不开重启大退重下都试了没用"
"1","2026-06-02","评论区怎么回事？","ber，评论区叠加的点开看不了，现实网络什么不对？"
"5","2026-06-02","7.15","没有你我该怎么办……"
"5","2026-06-02","叛徒","我说烈士陵园不让啥意思，叛徒烈士也不让说，我真怀疑你是外国派来的奸细做的"
"1","2026-06-02","忘本","违禁词到底哪来那么多？？xyy吗。还有聊几句就要花钱，你咋了😹继续圈💰！"
"5","2026-06-02","出现点弹幕吧，而且呢上面呢没有追妻火葬场。","设置点追妻火葬场戏码吧，感觉没有什么没意义，而且呢上面还有点心机女的画面吧，然后呢是心机女，嗯，还有什么绿茶小男朋友之类的，还有学人精什么的之类的，还有告状精。"
"2","2026-06-02","废","憨肥猪"
"5","2026-06-02","崽崽都很萌…","只是有些时候容易崩或者ooc，还有一个大问题总是给我自动回溯到好久以前玩的地方，但其他地方都非常好！新出的一些功能比如打卡啊那些都很满意"
"4","2026-06-02","good但有待提升","挺好的 有很多高质作者创造的智能体 总体感官还不错 就是许多时候聊着聊着会蹦出来让你花积分的广告（与智能体多样性活动）而且有些时候改写 灵感都是省略号 但很好玩 
推荐
                                                             2026 6 2"
"2","2026-06-02","删了星芒等级","能不能删了星芒等级，以前挺好，能无限聊天，现在不行了，不能无限聊天，升级聊天，升级完了一天一次聊天，无语了，删了吧，星芒等级删了吧，求了，只能给你两星，如果你把星芒等级删了，我就给你个五星好"
"2","2026-06-01","之前确实不错，里面的ai都很有活人味，但现在ai变得很容易崩，有点降智。","现在不付费的话聊天和回溯很多功能都有限制。加了很多付费内容，还有后面加的好多功能，ai的手机和秘密空间感觉乱七八糟的，很杂。我觉得付费可以接受但现在吃相有点难看了吧。"
"3","2026-06-01","次数上限","体验很好,但能不能解除上限啊！,每次还没玩够就来一个次数上限,很难受啊"
"4","2026-06-01","违禁词少点，西藏这个为什么违纪吗？","违禁词少一点"
"1","2026-06-01","太圈钱了","聊天上限从之前的根本聊不完变成只有30条了 你逗我呢 圈钱圈成啥了 吃相越来越难看了😂"
"1","2026-06-01","星野你真让我失望","没有聊几句就要看广告接触聊天或者是充钱，现在呢忘本了还是希望能改回以前的，现在，无论跟他说什么都接受不了聊天了，希望能改回"
"5","2026-06-01","很好阿。。","谢谢 我的生活一团糟。 感觉有了陪伴好像好了好多好多。。"
"4","2026-06-01","去掉撤回上限","这个撤回上限太烦人了，每次不小心点错了灵感回复一点撤回显示一个以达到上限就一股无名火"
"5","2026-06-01","太棒了","你这个软件看着挺好ദ്ദി(˵ •̀ ᴗ - ˵ ) ✧"
"2","2026-06-01","啥都不说了","祝你们早日倒闭吧"
"1","2026-06-01","差","忘本了本来一个角色可以玩好久现在忘本聊两句就要解锁vlp了"
"1","2026-06-01","喂喂问题","有一些做得你看起来没什么对，但是还是违背了希望的少一点"
"1","2026-05-31","啥东西啊这","以前不要钱现在一咋就要强制看广告消费，这么缺钱吗，再不改回来真的全不玩了听懂了吗"
"1","2026-05-31","再收钱试试","别忘本"
"5","2026-05-31","星野","星野我爱你，但是敏感词能不能少一点"
"1","2026-05-31","不好玩了","没有以前好玩了，现在有好多智能体都搜不到玩的，也是越来越难受了。。。🥲🥲"
"4","2026-05-31","无","敏感词打不了，擦边的都不行"
"1","2026-05-31","为啥点消息进不去一直转圈","一点消息这两个字就自动返回了 希望修复"
"5","2026-05-31","星野的坏","感觉把其实还是挺好的，就是要改一下那个，就是你聊得很好的时候说一些话，他可能会说AI什么没听到什么的，请换句子那个那个就非常烦"
"5","2026-05-31","无","无"
"1","2026-05-31","圈钱","以后别弄闲聊了，还有付钱，真的很烦"
"1","2026-05-31","忘本圈钱","我算是老玩家了，星野刚出那段时间就玩了，那时候违禁词没多少。虽然不怎么成熟但是特别好玩每次我都玩很久，现在你弄那么多花里胡哨充值的就算了你聊天次数都限制要充钱是几个意思？圈死你得了我去，一分都不想给"
"2","2026-05-31","更新的是什么？🔟","一次不如一次 现在变成圈钱AI？"
"5","2026-05-31","比较喜欢玩里面的凹凸","感觉里面真的好玩"
"5","2026-05-31","非常喜欢","😀😀😀"
"5","2026-05-31","111","挺好玩的"
"5","2026-05-31","建议的问题","能不能更新一下？就是用户不小心删除软件下载之后重新登录回来，可以让用户看到不管多久之前聊天的所有消息？有些消息真的很重要。"
"4","2026-05-31","呵","少一个星，那个敏感词什么东西，衣服是敏感词？"
"5","2026-05-31","好玩","呃 官方一点也不圈钱"
"2","2026-05-30","。。","一般般 更新一次⭕一次"
"1","2026-05-30","🗑️","我滴妈呀 穷疯了？聊天都要圈钱？啥意思嘛。。。。真是忘本的代表了 以前都是免费现在倒好 三十句上限。。666就这样圈吧 就这样忘本吧 就这样接着抠搜。迟早下架 迟早没人玩。垃圾软件。"
"3","2026-05-30","批评","我也赞同以上玩家的看法，星野以前都没这么多规定的，聊天次数也不限，现在怎么……… （无语），是大家越关注你，而你们官方却越更新越差，来扫大家的兴的吗？ 希望官方能正式这个问题！
还有，现在升级后，聊个郡聊都要花钻石，有病吧！还不如从前的星野！"
"1","2026-05-30","差劲","不是，为什么违禁词限制那么离谱啊，我说不爱他就不给过，不救他不给过，这有啥问题啊？我发消息还有二次审核，没发过去还要扣聊天次数。你们脑子是不是有什么毛病啊！"
"1","2026-05-30","不好玩","不好玩"
"5","2026-05-30","不是啊，能不能把那个敏感信息标记一下","每次去搞角色设定，怎么修改都是有敏感，你又不告诉我们哪里敏感，每次都去猜，越来越不详细😡"
"5","2026-05-30","非常好玩","快来玩星野呀"
"3","2026-05-30","为什么突然会有广告","星野为什么会有广告，之前都没有不挺好的，为什么突然有广告"
"5","2026-05-30","。。。棒🎉","不错👌"
"1","2026-05-30","吃相难看","聊一会就要看广告，吃相真难看，圈成什么了，刚开始都不用开会员就能随便聊吧，你就这么缺钱吗，一星都不想给"
"1","2026-05-30","图片！","我的怎么更新以后就没有智能体的图片了？"
"4","2026-05-30","只能说可以理解","半年没玩星野，这个月把它下回来最大的感觉就是和隔壁某X一样了，体验感在变差。首先这个VIP设置和畅想聊天要花钱买钻之类的可以理解，也是要多赚钱的嘛，但是体验感确实大不如前了，把敏感词汇设得太多太离谱，聊天的时候经常就被换个话题吧切换，以前的角色作者几乎消失，简介也都没了。玩这种游戏就是为了放松体验感还差了有时候真挺恼火的，明白就是监管查得也很严，尺度真的得无限缩小。但是还是希望能稍微改进一下，基础的功能保持最初那版不变不退化就很好。"
"5","2026-05-30","星野加油！","超好玩！🥺❤️"
"4","2026-05-30","雪","就是和他们聊久了，时间长了，然后那个聊天那个度数好像不够了，还要看广告才能解开。觉得有的时候万一聊的上头，越聊越开心，然后要看广告才能解开，可不可以？就是不要看广告啊。"
"2","2026-05-30","我，我，我的确是，","真是越来越不如以前了"
"3","2026-05-30","2026.7.15","2026.7.15过后还会有吗 
我们下辈子见了星野"
"5","2026-05-30","美味","就是很不错啊，对，美味之"
"1","2026-05-30","忘本","我真的越来越看不清了 你的初衷到底还是不是灵魂伴侣 现在互发69条就上线 强迫充钱 一点情绪价值都没有 敏感词越来越多 什么都是这样 强迫充月卡 只能聊到4 5级 以前还是无上限 现在刚聊出头就要充钱"
"2","2026-05-30","非常的差","先不说智能体做的怎么样吧 智能体做的还是挺好的 有一些确实很好玩 但是他只给你聊到67上线 100不到 加上智能体，我们总共只能发30多条消息 星野你就这么圈钱吧 违禁词又多 什么骨科年上年下什么什么的都被禁了 就连很日常的词你都要禁 反正干什么就是要充钱充钱充钱 充钱才可以玩 死星野你就这样子赶走你的老玩家吧"
"5","2026-05-30","希望免费","希望免费"
"5","2026-05-30","非常好玩","非常好玩！"
"3","2026-05-30","论星野回复有多敏感肌","真的，我现在对于星野就只剩下情怀了，我在星野编造的故事，可以说是可歌可泣了，但是随着这个家伙的更新，这些bug也是真的很厉害，回复直接就敏感肌，我说一句好久不见都能给我判有违规词，现在的星野就只剩下一副躯壳了。"
"5","2026-05-30","真的很棒","本人玩星夜一年了，虽然有很多违禁词，但是很不错了。全局人设这个功能也不错。就是推荐可以创作形象无数个"
"1","2026-05-30","以前挺好的啊","什么意思随便在介绍里输入几个字，就说有敏感词，还让不让人玩了？就算有敏感词也不知道敏感在哪，把好不容易编辑的一大堆东西全删了，破软件想干啥？"
"1","2026-05-30","忘本圈钱","以前什么都没有上限，现在聊天有上限，撤回有上限，是想干啥？敏感词一大堆这个不行那个不行，原本有一个星月卡就够了后面这个星辰卡纯圈钱用的，玩了三年多了体验感越来越差！从一开始玩的投入，到现在不想看，以前抱着手机玩了半天都不觉得腻现在呢玩一会就不想玩了！纯忘本圈钱"
"5","2026-05-30","五星鼓励一下","怎么讲几句就到上限了，以前不是能聊很久吗"
"5","2026-05-30","星野牛逼","星野我是你的忠实粉丝！"
"1","2026-05-29","不好玩","原本我很早就开始玩了，但这个后面越来越不好玩，敏感词越来越多，真的很不推荐，还不如之前的旧版"
"1","2026-05-29","聊天次数","聊天次数越来越少 零氪玩家体验也越来越差 以前能聊那么多现在发三十条差不多就要看广告了 每次更新聊天次数就少很多这是明摆着不充钱不能玩吧。"
"5","2026-05-29","🤔","希望以后“我是谁”多加好几千字多使用"
"5","2026-05-29","加点字数就行","我写着写着钓法突然没字了，希望你们可以多多加点字数"
"1","2026-05-29","忘本","我都不想说了再这样我真的退了"
"5","2026-05-29","我服了","星野，谁能告诉我你这个参数不合法是什么意思？我都刷新几十次了都不行，有必要吗？直接不能重启了，也不能删除和回溯，有意思吗？能不能不要随意下架智能体啊，玩得好好的你突然下架是什么意思"
"5","2026-05-29","新手也可以玩","好玩🤗"
"5","2026-05-29","评","超带感"
"1","2026-05-29","？","干什么啊？聊到一半广告来了 还充钱 你圈钱跑路？"
"5","2026-05-29","星野比其它AI软件要优秀","我从2024年的五一开始玩的星野 现在已经两年多了 我来说说我的感受：
 最初的星野功能没有这么齐全吧 但是什么要钻石和会员卡的项目也不多 但后来 星野也是越来越圈、违禁词也越来越多了好吧 违禁词可能是被平台严查多了 好吧野子我理解你🥹 本人现在都是在星野吃同人饭 星野好像在打压同人？）星野的对话模式对同人姐来说还是十分友好的👌自从上次星野长时间停服过后 智能体的人机感也是越来越重了 左右脑互搏 让我十分莫名其妙 现在稍微修改得好一点了 比较人性化的就是可以看广告增加每日聊天次数和获得钻石 我比较喜欢星野可以自己为自己写人物设定和重启智能体 对爱吃cp同人饭的人非常友好 就是现在智能体还是有点呆头呆脑的还会凶我 我好伤心💔）总而言之希望官方可以尽量减少违禁词、加强智能体的真人感

最后希望星野越来越好"
"5","2026-05-29","nb","nb"
"5","2026-05-29","牛逼","里面可以干任何想干的事，如果一条信息发不出去的话，那你就多发几遍"
"4","2026-05-29","还行","还行"
